rank,title,artist,year,preview_url
80,Womanizer,Britney Spears,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d2/3a/ac/d23aac8b-b2b4-33d0-99e4-2790a681cf8d/mzaf_14307836656822714476.plus.aac.p.m4a
81,Love Story,Taylor Swift,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/f3/b9/5cf3b960-a9b0-cba9-33e5-b3131772e824/mzaf_5736754108227620654.plus.aac.p.m4a
82,Just Fine,Mary J. Blige,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/ec/d2/f9/ecd2f90f-9d24-417f-ffa1-0a9c7a8e0941/mzaf_17520747756168265494.plus.aac.p.m4a
83,Piece of Me,Britney Spears,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/7a/ca/32/7aca32c8-adb3-deb3-63c0-fccb7a8ce9d2/mzaf_17753035080830651353.plus.aac.p.m4a
84,The Boss,Rick Ross featuring T-Pain,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7c/d8/d7/7cd8d764-34f9-d1b9-a320-2e08de0a3f5e/mzaf_14301989162148120380.plus.aac.p.m4a
85,All Summer Long,Kid Rock,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/e0/32/98/e032981b-22b7-16ad-955d-72091b44e8cd/mzaf_11660187996913044137.plus.aac.p.m4a
86,Can't Help but Wait,Trey Songz,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/88/39/b1/8839b16e-43f5-0768-3ae6-971b131d7494/mzaf_4930057091835126598.plus.aac.p.m4a
87,In Love with a Girl,Gavin DeGraw,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e6/3a/af/e63aaf3f-978e-ae91-5c12-768dff1eb104/mzaf_15357242412895766180.plus.aac.p.m4a
88,My Life,The Game featuring Lil Wayne,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ea/bc/63/eabc63a6-7f86-5e73-f94d-8dbf536a9f8f/mzaf_14673191514489285388.plus.aac.p.m4a
89,I Remember,Keyshia Cole,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/85/d5/61/85d561e7-de4d-2ed2-fc7c-38540daef955/mzaf_16687595927551802125.plus.aac.p.m4a
90,Flashing Lights,Kanye West featuring Dwele,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/79/20/85/792085b0-3d8c-d216-2cf9-530f1a25872e/mzaf_14729429506292122632.plus.aac.p.m4a
91,Mrs. Officer,Lil Wayne featuring Bobby Valentino and Kidd Kidd,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/7c/b9/f4/7cb9f405-580e-b64b-b90f-0d6d027569af/mzaf_9764052395900500889.plus.aac.p.m4a
92,7 Things,Miley Cyrus,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/6a/27/94/6a27940b-0148-9f59-fc4d-0e0fac7745ce/mzaf_15224835225403176211.plus.aac.p.m4a
93,You're Gonna Miss This,Trace Adkins,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/0d/44/4c/0d444c4a-45dc-5aaa-4de4-40c07faf2d05/mzaf_6580058788263216671.plus.aac.p.m4a
94,Love Remains the Same,Gavin Rossdale,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/af/a2/09/afa20980-1138-6f00-2baa-231b2aa998e2/mzaf_2038797752540741057.plus.aac.p.m4a
95,Feels Like Tonight,Daughtry,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/04/a2/72/04a27269-3e32-fb4f-9c61-14d142021a5c/mzaf_10106530767684197958.plus.aac.p.m4a
96,The Way I Are,Timbaland featuring Keri Hilson,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fa/cc/1d/facc1dfe-51c9-43ec-f507-22baf7c272cb/mzaf_4518951467976637612.plus.aac.p.m4a
97,Addicted,Saving Abel,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/ae/86/db/ae86dbe8-921e-a04d-e784-85e6d2b144a2/mzaf_17329643436129120997.plus.aac.p.m4a
98,Into the Night,Santana featuring Chad Kroeger,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/88/43/71/88437116-4ded-d6d1-22e4-60f4b186c8e5/mzaf_13278103123137941911.plus.aac.p.m4a
99,Heaven Sent,Keyshia Cole,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/dd/a1/45/dda145b7-cec8-24c3-6dec-40bd194f5500/mzaf_12549502168756661773.plus.aac.p.m4a
100,She Got It,2 Pistols featuring T-Pain and Tay Dizm,2008,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/42/90/4a/42904afa-bdf8-16bf-8255-5861068e316e/mzaf_3960750375738676534.plus.aac.p.m4a
1,Boom Boom Pow,The Black Eyed Peas,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f4/84/96/f484965a-6b4c-39be-eac9-0b9e2b63b0e7/mzaf_11559639915216085833.plus.aac.p.m4a
2,Poker Face,Lady Gaga,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5a/de/63/5ade63b4-7b53-9515-892d-a63430e214f8/mzaf_3803031982871915267.plus.aac.p.m4a
3,Just Dance,Lady Gaga featuring Colby O'Donis,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/4a/a7/60/4aa76006-d297-2bcb-f201-6f75e9554c21/mzaf_4428023862743005760.plus.aac.p.m4a
4,I Gotta Feeling,The Black Eyed Peas,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/79/4e/6c/794e6c7c-c0cf-9040-9bd8-c2c669ce43b8/mzaf_17099986455459884645.plus.aac.p.m4a
5,Love Story,Taylor Swift,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/5c/f3/b9/5cf3b960-a9b0-cba9-33e5-b3131772e824/mzaf_5736754108227620654.plus.aac.p.m4a
6,Right Round,Flo Rida,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b1/b6/51/b1b6511a-79d7-5bc6-e464-26ee33716f43/mzaf_15442960624794247080.plus.aac.p.m4a
7,I'm Yours,Jason Mraz,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2c/0b/22/2c0b2276-2c82-f114-3354-697389d43848/mzaf_13015813672205011717.plus.aac.p.m4a
8,Single Ladies (Put a Ring on It),Beyonc�,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/00/78/8d/00788daa-ae6e-0fef-d26f-e9c9d9d22f26/mzaf_1876018181007650438.plus.aac.p.m4a
9,Heartless,Kanye West,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f3/ec/56/f3ec565b-0491-1e27-02a1-8a22101f459c/mzaf_17320765463697339700.plus.aac.p.m4a
10,Gives You Hell,The All-American Rejects,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/2e/f7/7b/2ef77b90-8982-063e-df65-cbcdb505105a/mzaf_16802800602797827563.plus.aac.p.m4a
11,You Belong with Me,Taylor Swift,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c8/3e/15/c83e1558-6ec5-8036-6cba-2c482c77f09e/mzaf_5828557142995893243.plus.aac.p.m4a
12,Dead and Gone,T.I. featuring Justin Timberlake,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/da/75/40/da7540c1-3db6-74c8-6504-b22afc033b1f/mzaf_1932862586192404416.plus.aac.p.m4a
13,You Found Me,The Fray,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c3/f5/13/c3f5130f-5c8b-a9c4-1a89-b20c3d8d7997/mzaf_15063627937990301809.plus.aac.p.m4a
14,Use Somebody,Kings of Leon,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ae/78/eb/ae78eb81-01e0-a02a-1442-eea0cff76f41/mzaf_17219616663227158625.plus.aac.p.m4a
15,Knock You Down,Keri Hilson featuring Kanye West and Ne-Yo,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/31/f8/04/31f804af-54fb-2d0a-8231-8fc6c6a702d3/mzaf_4212100213818118776.plus.aac.p.m4a
16,Blame It,Jamie Foxx featuring T-Pain,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d1/4c/f9/d14cf96b-83ba-825a-4b3f-46dd1bd8f6dc/mzaf_3406229328018443501.plus.aac.p.m4a
17,I Know You Want Me (Calle Ocho),Pitbull,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/af/8e/e6/af8ee679-4f77-f84a-0cb2-d274cb400368/mzaf_15888032289010152211.plus.aac.p.m4a
18,Live Your Life,T.I. featuring Rihanna,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/60/66/7a/60667af5-61ac-388b-04eb-3dfbf82e1fd2/mzaf_4607312024548255594.plus.aac.p.m4a
19,Kiss Me thru the Phone,Soulja Boy Tell 'Em featuring Sammie,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/40/9c/89/409c8921-5d6d-4dad-ad7d-341110c510e5/mzaf_16094735068113565146.plus.aac.p.m4a
20,Down,Jay Sean featuring Lil Wayne,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e0/a9/b1/e0a9b1ee-312d-db51-1fad-c18ef9658260/mzaf_10071729588361880179.plus.aac.p.m4a
21,The Climb,Miley Cyrus,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/07/05/80/07058050-12cd-2528-e6c9-b2b6e471c42b/mzaf_15623958711621776117.plus.aac.p.m4a
22,Best I Ever Had,Drake,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e2/6b/b1/e26bb118-1c36-d48a-901a-d33a6c754d52/mzaf_5882355227703138162.plus.aac.p.m4a
23,My Life Would Suck Without You,Kelly Clarkson,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/c0/dd/18/c0dd184e-d107-bb1e-ba1d-44eb8936ac2c/mzaf_7028145946792453325.plus.aac.p.m4a
24,Halo,Beyonc�,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/a4/4e/1c/a44e1cce-6df2-b9c9-8915-35f7f03c7830/mzaf_2947807885494696932.plus.aac.p.m4a
25,Hot n Cold,Katy Perry,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/17/55/5c/17555c19-7317-4366-1d9c-be5630d7610f/mzaf_14749077647872898911.plus.aac.p.m4a
26,Second Chance,Shinedown,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bf/af/da/bfafda28-7c01-7235-9557-9dee37b5e8be/mzaf_554073522771770167.plus.aac.p.m4a
27,Circus,Britney Spears,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/55/77/ae/5577aee6-6825-5dc9-e9b5-74d3af567e62/mzaf_2907463753187558621.plus.aac.p.m4a
28,Day 'n' Nite,Kid Cudi,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b9/f8/59/b9f859b4-beb5-a2cf-ddd3-ef513cf3f541/mzaf_11439443020386317317.plus.aac.p.m4a
29,Party in the U.S.A.,Miley Cyrus,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/de/72/99/de72990e-2adb-11c5-99de-114ca4bc6dba/mzaf_10499229170658495808.plus.aac.p.m4a
30,Don't Trust Me,3OH!3,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/50/8a/90/508a90aa-6db4-94f2-49bf-7d39db6f3fa4/mzaf_4610648778920191919.plus.aac.p.m4a
31,Run This Town,Jay-Z featuring Rihanna and Kanye West,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/00/23/50/002350bf-f037-aaa6-bd3c-78f1c81caa62/mzaf_7497266900617361674.plus.aac.p.m4a
32,Let It Rock,Kevin Rudolf featuring Lil Wayne,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b7/51/91/b75191c6-b339-d615-25f4-64c696b3671e/mzaf_2647045417504461836.plus.aac.p.m4a
33,Fire Burning,Sean Kingston,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/ce/14/51ce1430-c803-884a-09fa-83bc46f2ea6d/mzaf_10474753510921903686.plus.aac.p.m4a
34,Whatcha Say,Jason Derulo,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fc/88/06/fc8806ca-27e1-a95d-63e1-7a75fccb156c/mzaf_15704546548837719097.plus.aac.p.m4a
35,LoveGame,Lady Gaga,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a6/39/a2/a639a29b-0028-999f-7bba-9024dc33ee49/mzaf_17138053108789186566.plus.aac.p.m4a
36,Waking Up in Vegas,Katy Perry,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ea/9b/84/ea9b8417-ac31-cdaf-75e9-c6ccd0082c58/mzaf_18328948396642565302.plus.aac.p.m4a
37,Birthday Sex,Jeremih,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b3/71/07/b37107a0-8f24-0ef4-fa18-98d6bf622cf6/mzaf_5496245880835649951.plus.aac.p.m4a
38,Sober,Pink,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/fa/d8/96/fad8964d-7aa7-3e8c-2578-dcd300ee5a9b/mzaf_9658144241076472041.plus.aac.p.m4a
39,Womanizer,Britney Spears,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d2/3a/ac/d23aac8b-b2b4-33d0-99e4-2790a681cf8d/mzaf_14307836656822714476.plus.aac.p.m4a
40,Whatever You Like,T.I.,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/e4/c2/4c/e4c24c71-5753-d3bf-f264-d6ffa63acfdd/mzaf_15933103494403990595.plus.aac.p.m4a
41,Obsessed,Mariah Carey,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c2/a9/1c/c2a91c50-7a22-7bb9-33f8-1887e6845fe3/mzaf_1981788929800303872.plus.aac.p.m4a
42,Mad,Ne-Yo,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e7/00/2b/e7002b5c-7a56-f5a5-64b0-a4c8e169ec55/mzaf_7790940820728450028.plus.aac.p.m4a
43,Good Girls Go Bad,Cobra Starship featuring Leighton Meester,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/e9/68/2e/e9682eb2-f9ee-64fd-18a1-fe07e86f7e35/mzaf_4989242626825129650.plus.aac.p.m4a
44,Love Lockdown,Kanye West,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0a/57/1e/0a571efa-d6b3-bc04-e67e-ed1508b753e4/mzaf_4213290192814415437.plus.aac.p.m4a
45,So What,Pink,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1a/71/13/1a7113d9-c2e6-01d5-a416-71b5c7264477/mzaf_8549149039092703038.plus.aac.p.m4a
46,Hotel Room Service,Pitbull,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/07/68/64/0768640e-75a2-e628-c3d4-27c078317c2b/mzaf_1805906177228371889.plus.aac.p.m4a
47,Crack a Bottle,"Eminem, Dr. Dre and 50 Cent",2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/33/e2/16/33e216ef-825b-7e01-a1d6-668c5db9c349/mzaf_1084692720550386496.plus.aac.p.m4a
48,If I Were a Boy,Beyonc�,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ea/f1/30/eaf13070-49aa-529e-8a31-3983937a8862/mzaf_6731335276550840146.plus.aac.p.m4a
49,Turnin Me On,Keri Hilson featuring Lil Wayne,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/76/f1/e5/76f1e591-acaa-fcc1-03e1-d3afc8834cde/mzaf_9564910895118084818.plus.aac.p.m4a
50,I Hate This Part,Pussycat Dolls,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/a9/ce/61/a9ce61bb-0e50-f0ac-858e-62e3401802b0/mzaf_14523189697067837413.plus.aac.p.m4a
51,Gotta Be Somebody,Nickelback,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/28/aa/41/28aa41c7-ca74-7fcf-f13d-9f4ec538b14f/mzaf_12530682266717608749.plus.aac.p.m4a
52,Please Don't Leave Me,Pink,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c6/17/7d/c6177d6d-58f2-2b54-b5e8-9faf98f8fc5b/mzaf_148034735982197103.plus.aac.p.m4a
53,Paparazzi,Lady Gaga,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/77/9c/91/779c9126-295c-8c9e-8d25-7f5283afbb0f/mzaf_9433791545074626162.plus.aac.p.m4a
54,Beautiful,Akon featuring Colby O'Donis and Kardinal Offishall,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/08/8d/ec/088decb5-9092-bdbe-16e5-df53c171427c/mzaf_13521297303712324066.plus.aac.p.m4a
55,Viva la Vida,Coldplay,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/67/70/71/677071d1-0a88-2c20-f275-57c2411e3b29/mzaf_5519298071594411162.plus.aac.p.m4a
56,Right Now (Na Na Na),Akon,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/67/9a/86/679a8627-f9ab-e398-d77a-e342d9631e29/mzaf_13830937934178120509.plus.aac.p.m4a
57,Battlefield,Jordin Sparks,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/92/40/af/9240af66-2b63-17f0-c395-2ea6e3329865/mzaf_17367245661439568895.plus.aac.p.m4a
58,Sugar,Flo Rida featuring Wynter Gordon,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/23/61/9a/23619ac4-bf31-a3e6-3eed-2410f9157d85/mzaf_2909687282546331688.plus.aac.p.m4a
59,Miss Independent,Ne-Yo,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/78/fb/8f/78fb8f03-8ee1-1f7d-bb80-2a4430e24751/mzaf_8704088500895217777.plus.aac.p.m4a
60,Fireflies,Owl City,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/80/da/ae/80daae9f-fa63-db24-1c48-4053133a45a4/mzaf_14891176099556901503.plus.aac.p.m4a
61,New Divide,Linkin Park,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/73/f5/d5/73f5d534-4843-75e5-4558-e42e72a04074/mzaf_498286450722806715.plus.aac.p.m4a
62,Empire State of Mind,Jay-Z featuring Alicia Keys,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c1/e1/cb/c1e1cb71-b781-09a2-4d77-48016cdb200a/mzaf_14532239971242282964.plus.aac.p.m4a
63,No Surprise,Daughtry,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8e/fe/f4/8efef4e1-fbf3-cc1d-68c4-47f9f8a3ba3e/mzaf_8122960752609211822.plus.aac.p.m4a
64,She Wolf,Shakira,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6d/40/4b/6d404b48-8733-1a08-c405-12393cd779fc/mzaf_15086067541704308834.plus.aac.p.m4a
65,Break Up,Mario featuring Gucci Mane and Sean Garrett,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/13/8c/50/138c50ff-3934-eca4-5bdd-e7197a148e14/mzaf_11499950449971344730.plus.aac.p.m4a
66,Sweet Dreams,Beyonc�,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/91/a4/69/91a46971-565c-a5a1-9474-16ff08182be1/mzaf_938455618821068243.plus.aac.p.m4a
67,Every Girl,Young Money,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a7/da/f3/a7daf381-9ad9-3ed3-ceff-700a0dadadcf/mzaf_8580415919116718862.plus.aac.p.m4a
68,Fallin' for You,Colbie Caillat,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c8/57/57/c8575795-8432-79ea-a2dc-1d047d4c47fd/mzaf_756261629536210810.plus.aac.p.m4a
69,Untouched,The Veronicas,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/49/66/2c/49662cde-b668-7296-ae06-b9355950a9ae/mzaf_5767410195585687606.plus.aac.p.m4a
70,If Today Was Your Last Day,Nickelback,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/26/00/19/26001922-0dc1-4cb8-6d67-412e7527d0fe/mzaf_664556325335021630.plus.aac.p.m4a
71,Throw It in the Bag,Fabolous featuring The-Dream,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/59/ef/64/59ef645c-5da4-6825-ea59-6a56abc85402/mzaf_11277887164967068700.plus.aac.p.m4a
72,Love Drunk,Boys Like Girls,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/22/d3/02/22d3026e-aff4-323b-58d2-b22f68e703d5/mzaf_14981042874267165740.plus.aac.p.m4a
73,I Love College,Asher Roth,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d9/2e/3d/d92e3d1a-14c1-1f86-9430-9b32d06e236a/mzaf_2803896538017212842.plus.aac.p.m4a
74,If U Seek Amy,Britney Spears,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/6b/27/34/6b273416-b27f-12ea-3a40-ca9fddd84fad/mzaf_14597704451817054257.plus.aac.p.m4a
75,Big Green Tractor,Jason Aldean,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f2/4a/b4/f24ab4eb-5e4b-ab6e-ca8f-df0c166a9c2e/mzaf_8403804323856917041.plus.aac.p.m4a
76,White Horse,Taylor Swift,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/07/f6/a7/07f6a7bc-cc17-d471-6d20-9d8cea9ce847/mzaf_16931861612706813504.plus.aac.p.m4a
77,Disturbia,Rihanna,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/40/f8/94/40f894fc-5fd4-b5c9-37b2-64ed1acc9382/mzaf_8307625483532728113.plus.aac.p.m4a
78,21 Guns,Green Day,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/7c/cc/4f/7ccc4f71-2f5c-6a49-d6e5-0c98c8d32e80/mzaf_9206916011381489115.plus.aac.p.m4a
79,Turn My Swag On,Soulja Boy Tell 'Em,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/1a/e8/ae/1ae8ae39-0991-d1c6-e2e7-d780b7d40978/mzaf_948976767918978216.plus.aac.p.m4a
80,Rockin' That Thang,The-Dream,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/09/0a/ca/090aca5f-def1-c30b-7faf-5eba86ac1b1f/mzaf_13316542213668770751.plus.aac.p.m4a
81,Chicken Fried,Zac Brown Band,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/86/39/89/86398939-c258-8d2f-af74-795c1bcad56b/mzaf_8832290425260234780.plus.aac.p.m4a
82,Diva,Beyonc�,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/e7/10/15/e7101504-a0af-e2f3-e00b-0e24b9015f74/mzaf_16711774196536112549.plus.aac.p.m4a
83,Replay,Iyaz,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/55/fa/8d/55fa8dbd-fb80-a45d-7c57-b4b1af6aaac3/mzaf_6292792426884715817.plus.aac.p.m4a
84,Then,Brad Paisley,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c3/b9/e8/c3b9e8a1-7a2d-2821-cacf-d4bad7b18ab1/mzaf_4371677511666336506.plus.aac.p.m4a
85,Her Diamonds,Rob Thomas,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ea/23/08/ea230835-eae0-5faf-94d3-e637b7b0ea8a/mzaf_5816850885674689583.plus.aac.p.m4a
86,How Do You Sleep?,Jesse McCartney featuring Ludacris,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/75/df/0f/75df0f9c-42cf-7dc7-5959-6cc22bdc4f3c/mzaf_8772944758619223207.plus.aac.p.m4a
87,3,Britney Spears,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/9b/b1/13/9bb11334-813b-0cfe-637a-72f8ee089272/mzaf_8777483238398608750.plus.aac.p.m4a
88,Forever,"Drake featuring Kanye West, Lil Wayne and Eminem",2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8c/c6/12/8cc6123f-fb40-06af-8edc-9850145ce2d3/mzaf_3554310585509395917.plus.aac.p.m4a
89,One Time,Justin Bieber,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/2e/c9/a2/2ec9a298-af55-4454-370f-f3d338a29f00/mzaf_12023578123676843873.plus.aac.p.m4a
90,I Run to You,Lady Antebellum,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f7/ab/ca/f7abca88-f086-2c31-1d32-c3630b37ef2d/mzaf_10963721111711361523.plus.aac.p.m4a
91,I Do Not Hook Up,Kelly Clarkson,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a1/b3/8c/a1b38c0a-6dfb-42e9-6b8f-b982498c366c/mzaf_11364960225836849419.plus.aac.p.m4a
92,Green Light,John Legend featuring Andr� 3000,2009,
93,People Are Crazy,Billy Currington,2009,
94,Whatever It Is,Zac Brown Band,2009,
95,Already Gone,Kelly Clarkson,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/58/86/ea/5886eaad-c642-3497-ad94-c3e6008612d5/mzaf_7475619125528098211.plus.aac.p.m4a
96,Goodbye,Kristinia DeBarge,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/19/bb/58/19bb588a-1417-dda5-9e51-b601994298ac/mzaf_2604653149109496050.plus.aac.p.m4a
97,Say Hey (I Love You),Michael Franti & Spearhead featuring Cherine Anderson,2009,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/26/04/66/26046655-bf75-87df-9b67-5df83e95ed91/mzaf_4043646764630217480.plus.aac.p.m4a
